id,nazwa,cena,skladniki,url
35,Bandi Professional Tricho Esthetic,49,"SKŁADNIKI/INGREDIENTS (INCI): AQUA/WATER, SODIUM LAUROYL METHYL ISETHIONATE, COCAMIDOPROPYL BETAINE, GLYCERIN, SODIUM METHYL OLEOYL TAURATE, POLYSORBATE 20, SODIUM CHLORIDE, PROPYLENE GLYCOL, COCO-GLUCOSIDE, LAURYL GLUCOSIDE, OLIVE OIL PEG-7 ESTERS, POLYQUATERNIUM-53, HYDROLYZED SILK, ALLANTOIN, LACTIC ACID, MENTHA PIPERITA (PEPPERMINT) LEAF EXTRACT , ALPHA-GLUCAN OLIGOSACCHARIDE, POLYMNIA SONCHIFOLIA ROOT JUICE, HYDROXYPROPYL CYCLODEXTRIN, MALTODEXTRIN, LACTOBACILLUS, 7-DEHYDROCHOLESTEROL, CAPRYLYL GLYCOL, DISODIUM EDTA, ETHYLHEXYLGLYCERIN, 1,2-HEXANEDIOL, HYDROXYACETOPHENONE, PARFUM/FRAGRANCE, PHENOXYETHANOL, POTASSIUM SORBATE, SODIUM BENZOAT",https://www.hebe.pl/bandi-szampon-fizjologiczna-kapiel-do-wlosow-i-skory-glowy-230-ml-000000000000401482.html
36,Yumi Kids,15,"Aqua, Cocamidopropyl Betaine,Sodium Cocoyl Apple Amino Acids,  Aloe Barbadensis Leaf Juice, Coco-Glucoside, Glycerin, Decyl Glucoside, Helianthus Annus Seed Oil, Tocopheryl Acetate, Sodium Benzoate, Xanthan Gum, Lactic Acid, Inulin, Sodium Chloride, Tetrasodium EDTA, Hydrolyzed Wheat Protein, Parfum",https://www.hebe.pl/yumi-malinowy-szampon-do-wlosow-dla-dzieci-300-ml-000000000000475078.html
37,L'Oréal Paris Elseve Glycolic Gloss,39,1267937 G - INGREDIENTS:  AQUA / WATER • SODIUM C14-16 OLEFIN SULFONATE • COCAMIDE MEA • GLYCERIN • COCAMIDOPROPYL BETAINE • GLYCOL DISTEARATE • SODIUM LAUROYL SARCOSINATE • PARFUM / FRAGRANCE • HEXYLENE GLYCOL • CI 17200 / RED 33 • CI 19140 / YELLOW 5 • COCO-BETAINE • SODIUM HYDROXIDE • SODIUM CHLORIDE • SODIUM BENZOATE • HYDROXYPROPYL GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE • HYDROXYCITRONELLAL • PEG-55 PROPYLENE GLYCOL OLEATE • SALICYLIC ACID • POLYQUATERNIUM-7 • LIMONENE • BENZOIC ACID • LINALOOL • BENZYL BENZOATE • PROPYLENE GLYCOL • CARBOMER • CITRIC ACID • HEXYL CINNAMAL • GLYCOLIC ACID (F.I.L. Z70032133/1).,https://www.hebe.pl/loreal-paris-szampon-do-wlosow-200-ml-000000000000491558.html
38,Tołpa Dermo Hair Podrażnienie,35,"Aqua, Cocamidopropyl Betaine, Decyl Glucoside, Disodium Cocoamphodiacetate, Glycereth-26, Hydroxyethyl Urea, Ceteareth-60 Myristyl Glycol, Sodium Chloride, Parfum, Biosaccharide Gum-1, Peat Extract, Disodium EDTA, Citric Acid, Methylpropanediol, Caprylyl Glycol, Phenoxyethanol, Benzoic Acid.",https://www.hebe.pl/tolpa-nawilzajacy-szampon-do-wlosow-wspierajacy-mikrobiom-250-ml-000000000000376744.html
39,L'Oréal Paris Elseve Color-Vive,18,1261452 B - INGREDIENTS:  AQUA / WATER • SODIUM LAURETH SULFATE • GLYCOL DISTEARATE • SODIUM CHLORIDE • COCAMIDOPROPYL BETAINE • DIMETHICONE • PARFUM / FRAGRANCE • GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE • COCAMIDE MEA • COCO-BETAINE • ASCORBYL GLUCOSIDE • SODIUM BENZOATE • SODIUM HYDROXIDE • HYDROXYCITRONELLAL • STEARETH-6 • PHENOXYETHANOL • ACETIC ACID • PEG-100 STEARATE • ETHYLHEXYL SALICYLATE • TRIDECETH-10 • TRIDECETH-3 • SALICYLIC ACID • LIMONENE • FUMARIC ACID • LINALOOL • AMODIMETHICONE • CARBOMER • CITRIC ACID • HEXYLENE GLYCOL • HEXYL CINNAMAL (F.I.L. Z70042443/1).,https://www.hebe.pl/loreal-paris-szampon-ochronny-do-wlosow-400-ml-000000000000213734.html
40,Hair Of The Day By Only Bio,16,"/Ingredients: Aqua, Sodium Cocoyl Isethionate, Sodium Cocoyl Sarcosinate, Disodium Laureth Sulfosuccinate, Decyl Glucoside, Disodium Cocoamphodiacetate, Zingiber Officinale Root Extract, Papain, Maltodextrin, Cyperus Esculentus Tuber Extract, Xanthan Gum, Lauroyl Lysine, Citric Acid, Sodium Chloride, Glycerin, Sodium Hydroxide, Sodium Benzoate, Potassium Sorbate, Benzyl Alcohol, CI 51319, Parfum.",https://www.hebe.pl/hair-of-the-day-szampon-do-wlosow-oczyszczenie-300-ml-000000000000536096.html
41,Hebe Naturals Deep Clean Shampoo,19,"Aqua, Sodium Coco-Sulfate, Decyl Glucoside, Cocamidopropyl Betaine, Glycerin, Lauryl Glucoside, Inulin, 4-Terpineol, Salicylic Acid, Salix Alba Bark Extract, Methylpropanediol, Citrus Grandis Fruit Extract, Parfum, Citric Acid, Sodium Benzoate, Potassium Sorbate, Hexyl Cinnamal, Limonene, Linalool.",https://www.hebe.pl/hebe-naturals-gleboko-oczyszczajacy-szampon-do-wlosow-i-skory-glowy-400-ml-000000000000459302.html
42,Dermedic Capilarte,59,"Aqua, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Coco-Glucoside, Glycerin, Polyquaternium-7, PEG-7 Glyceryl Cocoate, Piroctone Olamine, Clotrimazole, Zinc Undecylenate, Lactitol, Xylitol, Panthenol, Styrene/Acrylates Copolymer, Iodopropynyl Butylcarbamate, Guar Hydroxypropyltrimonium Chloride, Citric Acid, Parfum, Sodium Chloride",https://www.hebe.pl/dermedic-szampon-zwalczajacy-lupiez-jego-przyczyny-300ml-000000000000303800.html
43,Radical Wzmacniający,11,"Aqua (Water), Sodium Laureth Sulfate, Sodium Chloride, Cocamidopropyl Betaine, Glycerin, Equisetum Arvense (Horsetail) Leaf Extract, Arginine, Panthenol, Hydroxypropyl Guar Hydroxypropyltrimonium Chloride, Lactic Acid, Citric Acid, Potassium Sorbate, Sodium Benzoate, Disodium EDTA, Parfum (Fragrance), Hexyl Cinnamal.",https://www.hebe.pl/radical-wzmacniajacy-szampon-do-wlosow-oslabionych-i-wypadajacych-400-ml-000000000000308976.html
44,Syoss Anti-Dandruff,19,"Aqua (Water, Eau), Sodium Laureth Sulfate, Sodium Chloride, Cocamidopropyl Betaine, Hydrolyzed Keratin, Piroctone Olamine, Centella Asiatica Leaf Extract, Parfum (Fragrance), Sodium Benzoate, Coco Glucoside, Citric Acid, Glyceryl Oleate, PEG-7 Glyceryl Cocoate, Glyco Distearate, Laureth-4, PEG-120 Methyl Glucose Dioleate, Hydroxypropyl Guar Hydroxypropyltrimonium Chloride, Hydrogenated Castor Oil, Glycerin, Limonene, Benzyl Salicylate, Tetramethyl Acetyloctahydronaphthalenes, Citronellol, Sodium Hydroxide, Butylene Glycol, Propylene Glycol, Phenoxyethanol, Potassium Sorbate",https://www.hebe.pl/syoss-szampon-do-wlosow-przeciwlupiezowy-meski-440-ml-000000000000412111.html
45,Tołpa Hair Rituals,29,"Aqua, Lauryl Glucoside, Sodium Coco-Sulfate, Betaine, Peat Extract, Amethyst Powder, Glycerin, Sodium Phytate, Hyaluronic Acid, Xanthan Gum, Xylitol, Citric Acid, Lactic Acid, Parfum, Dicaprylyl Ether, Decyl Glucoside, Glyceryl Oleate, Methylpropanediol, Benzoic Acid, Caprylyl Glycol, Potassium Sorbate, Sodium Benzoate, CI 75810, Benzyl Salicylate, Linalool.",https://www.hebe.pl/tolpa-szampon-chelatujacy-do-wlosow-300-ml-000000000000474646.html
46,Kallos Hair Pro-Tox,12,"Aqua, Cetearyl Alcohol, Cetrimonium Chloride, Olea Europaea Oil, Cocos Nucifera Oil, Parfum, Cyclopenta Siloxane, Dimethiconol, Panthenol, Hydrolyzed Keratin, Soluble Collagen, Sodium Hyaluronate, Citric Acid, Propylene Glycol, Benzylalcohol, Methylchloroisothiazolinone",https://www.hebe.pl/kallos-nawilzajacy-szampon-do-wlosow-1000-ml-000000000000271226.html
47,Hebe Cosmetics Daily Refreshing Shampoo,9,"Aqua, Sodium Coco-Sulfate, Decyl Glucoside, Cocamidopropyl Betaine, Glycerin, Lauryl Glucoside, Cocos Nucifera Fruit Extract, Mangifera Indica Fruit Extract, Actinidia Chinensis Fruit Extract, Trehalose, Allantoin, Sodium Hyaluronate, Fructose, Urea, Maltose, Sodium PCA, Sodium Lactate, Glucose,  Parfum, Citric Acid, Sodium Hydroxide, Sodium Benzoate, Potassium Sorbate, Sodium Chloride, Propylene Glycol, Pentylene Glycol.",https://www.hebe.pl/hebe-cosmetics-odswiezajacy-szampon-do-wlosow-400-ml-000000000000408159.html
48,L'Oréal Paris Elseve Arginine Resist X3,18,1202792 A - INGREDIENTS:  AQUA / WATER • SODIUM LAURETH SULFATE • GLYCOL DISTEARATE • SODIUM CHLORIDE • COCAMIDOPROPYL BETAINE • DIMETHICONE • GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE • DIAMINOPYRIMIDINE OXIDE • COCAMIDE MEA • COCO-BETAINE • SODIUM BENZOATE • SODIUM HYDROXIDE • STEARETH-6 • PHENOXYETHANOL • ACETIC ACID • ARGININE • PEG-100 STEARATE • TRIDECETH-10 • TRIDECETH-3 • SALICYLIC ACID • LIMONENE • FUMARIC ACID • AMODIMETHICONE • BIOTIN • CARBOMER • CITRIC ACID • HEXYLENE GLYCOL • PARFUM / FRAGRANCE (F.I.L. Z70042384/1).,https://www.hebe.pl/loreal-paris-szampon-wzmacniajacy-do-wlosow-oslabionych-400-ml-000000000000235066.html
49,Bioelixire Gęste Włosy,29,"Aqua, Sodium Coco-sulfate, Lauryl Glucoside, Cocamidopropyl Betaine, Glycerin, Lactobacillus/ Streptococcus thermophilus / Yarrowia / Equisetum Arvense Leaf / Aloe Barbadensis Leaf Juice / Polygonum Aviculare / Ferment Filtrate, Panthenol, Urea, Hydrolyzed Caesalpinia Spinosa Gum, Caesalpinia Spinosa Gum, Phyllanthus Emblica Fruit Extract, Bambusa Arundinacea Leaf Extract, Ascophyllum Nodosum Extract, Spirulina Maxima Extract, Caffeine, Fucus Vesiculosus Extract, Laminaria Digitata Extract, Adansonia Digitata Seed Oil, Porphyra Umbilicalis Extract, Guar Hydroxypropyltrimonium Chloride, Propylene Glycol, Benzoic Acid, Potassium Sorbate, Sodium Benzoate, Sodium Chloride, Parfum, Methylpropanediol, Citric Acid, Caprylyl Glycol, Propanediol.",https://www.hebe.pl/bioelixire-delikatny-szampon-do-wlosow-300-ml-000000000000475416.html
50,Yope Balance My Hair,31,"Aqua, Cocamidopropyl Betaine, Sodium Coco-Sulfate, Coco Glucoside, Sodium Cocoyl Alaninate, Decyl Glucoside, Sodium Babassuamphoacetate, Propanediol, Succinic Acid, Gluconolactone, Vinegar, Vitis Vinifera (Grape) Fruit Extract, Disodium Cocoyl Glutamate, Myroxylon Balsamum (Balsam Tolu) Resin, Potassium Cocoyl Rice Amino Acids, Fructose, Gluconic Acid, Glucose, Commiphora Myrrha Resin Extract, Caesalpinia Spinosa Gum, Styrax Benxoin Resin Extract, Backhousia Citriodora Leaf Extract, Guar Hydroxypropyltrimonium Chloride, Glycerin, Sodium Levulinate, Levulinic Acid, Parfum, Sodium Hydroxide, Citric Acid, Hexyl Cinnamal, Limonene, Linalool.",https://www.hebe.pl/yope-oczyszczajacy-szampon-do-wlosow-300-ml-000000000000420139.html
51,Head&Shoulders Citrus Fresh,16,"Aqua, Sodium Laureth Sulfate, Sodium Xylenesulfonate, Cocamidopropyl Betaine, Sodium Citrate, Parfum, Citric Acid, Cocamide MEA, Glycol Distearate, Piroctone Olamine, Sodium Chloride, Guar Hydroxypropyltrimonium Chloride, Dimethiconol, Menthol, Sodium Benzoate, Dimethicone, Sodium Salicylate, Tetrasodium EDTA, TEA-Dodecylbenzenesulfonate, Sodium Hydroxide, Glycerin, Trideceth-10, Niacinamide, Hexyl Cinnamal, Limonene, Benzyl Salicylate, Citronellol, Panthenol, Tocopheryl Acetate, Acetic Acid, CI 19140, Benzyl Alcohol, Triethylene Glycol, Propylene Glycol, CI 42090",https://www.hebe.pl/headshoulders-przeciwlupiezowy-szampon-do-wlosow-250-ml-000000000000282834.html
52,Ziaja,12,"Aqua (Water),Sodium Laureth Sulfate,Cocamidopropyl Betaine,Sodium C14-17 Alkyl Sec Sulfonate,Coco Glucoside,Panthenol,Propylene Glycol,Lavandula Angustifolia (Lavender) Flower Extract,Polyquaternium-10,C12-13 Alkyl Lactate,Sodium Chloride,Sodium Benzoate,2-Bromo-2-Nitropropane-1,3-Diol,Parfum (Fragrance),Linalool,Citronellol,Limonene,Hydroxycitronellal,Citric Acid",https://www.hebe.pl/ziaja-lawendowy-szampon-do-wlosow-przetluszczajacych-sie-500-ml-000000000000215335.html
53,L'Oréal Paris Color-Vive Purple,19,1170890 - INGREDIENTS:  AQUA / WATER • SODIUM LAURETH SULFATE • COCO-BETAINE • GLYCOL DISTEARATE • COCAMIDE MIPA • CI 60730 / ACID VIOLET 43 • COCOS NUCIFERA OIL / COCONUT OIL • SODIUM LAURYL SULFATE • SODIUM CHLORIDE • SODIUM BENZOATE • SODIUM HYDROXIDE • ETHYLHEXYL SALICYLATE • TRIDECETH-6 • POLYQUATERNIUM-7 • POLYQUATERNIUM-10 • SALICYLIC ACID • LIMONENE • LINALOOL • BENZYL SALICYLATE • BENZYL ALCOHOL • AMODIMETHICONE • ALPHA-ISOMETHYL IONONE • CARBOMER • CITRIC ACID • CITRONELLOL • CETRIMONIUM CHLORIDE • COUMARIN • HEXYLENE GLYCOL • HEXYL CINNAMAL • AMYL CINNAMAL • PARFUM / FRAGRANCE (F.I.L. C241162/1).,https://www.hebe.pl/loreal-paris-szampon-do-wlosow-neutralizujacy-miedziane-odcienie-200-ml-000000000000370020.html
54,Fanola No Yellow,27,"Aqua (Water), Sodium Laureth Sulfate, Sodium Cocoamphoacetate, Decyl Glucoside, Cocamidopropyl Betaine, Citric Acid, Acid violet 43, Parfum (Fragrance), Guar Hydroxypropyltrimonium Chloride, Wine Extract, Propylene Glycol, Benzyl Alcohol, Triethylene Glycol, Hydrolyzed Silk, Sodium Chloride, Methylchloroisothiazolinone Methylisothiazolinone, Magnesium Nitrate, Magnesium Chloride, Phenoxyethanol, Chlorphenesin, Potassium metabisulfite, Ethylhexylglycerin, Tetrasodium Glutamate Diacetate.",https://www.hebe.pl/fanola-szampon-do-wlosow-farbowanych-i-naturalnych-100-ml-000000000000466033.html
55,Herbal Care Dziegieć,10,"Aqua (Water), Sodium Laureth Sulfate, Cocamidopropyl Betaine, Sodium Cocoamphoacetate, Piroctone Olamine, Starch Hydroxypropyltrimonium Chloride, Urea, Sodium Lactate,  Inulin, Polyquaternium-10, Zinc PCA, Betula Alba Oil, Tar Oil, Potassium Sorbate, Sodium Benzoate, Sodium Chloride, Lactic Acid, Disodium EDTA.",https://www.hebe.pl/herbal-care-szampon-do-wlosow-330-ml-000000000000386376.html
56,Plantur 39 Phyto-Caffeine,54,"WODA, LAURYLOSIARCZAN SODU, LAURYLOSIARCZAN-2, PANTENOL, LAURYLOSULFOBURSZTYNIAN DISODOWY, GLIKOL PROPYLENOWY, CHLOREK SODU, LAUROILOGLUTAMINIAN SODU, KOFEINA, PEG-120 DIOLEINIAN GLUKOZY METYLOWEJ, KWAS CYTRYNOWY, CYTRYNIAN SODU, HYDROLIZOWANE BIAŁKO PSZENICY, POLYQUATERNIUM-7, EKSTRAKT Z LIŚCI KAMELII CHIŃSKIEJ, CYNK PCA, NIACYNAMID, SORBINIAN POTASU, BENZOESAN SODU, FENOKSYETANOL, AROMAT, CYNAMAL HEKSYLOWY, LIMONEN, LINALOL.",https://www.hebe.pl/plantur-szampon-do-wlosow-cienkich-i-lamliwych-250-ml-000000000000531377.html
57,10 Essences,69,"Water, Sodium Laureth Sulfate, Cocamide Methyl Mea, Cocamidopropyl Betaine, PEG-11 Methyl Ether Dimethicone, Sodium Lauroyl Methylaminopropionate, Propylene Glycol, Potassium Cocyl Glutamate, Sodium Cocoyl Glutamate, Decyl Glucoside, Lauryl Hydroxysultaine, Cocamide DEA, Glycerin, Sodium Hyaluronate, Panthenol, Sea Salt, Butyropspermum Parkii (Shea Butter) Fruit, Honey, Camellia Japonica Seed Oil, Olea Europea (Olive) Fruit Oil, Hydrolyzed Silk , Rosmarinus Officinalis (Rosemary) Leaf Extract, Swertia Japonica Extract, Butylene Glycol, Betaine, Guar Hydroxypropyltrimonium Chloride, Polyquaternium-10, Polyquaternium-7, Citric Acid, Sodium Chloride, Alcohol Denat., Tetrasodium EDTA, Methylparaben, Lavandula Angustifolia (Lavender) Oil, Citrus Grandis (Grapefruit) Peel Oil, Mentha Piperita (Peppermint) Oil, Pelargonium Graveolens Flower Oil, Blue 1, Yellow 5.",https://www.hebe.pl/10-essences-nawilzajaco-odzywczy-szampon-do-wszystkich-rodzajow-wlosow-700-ml-000000000000358528.html
58,Hairy Tale Cosmetics Hairmoji,35,"Aqua, Sodium Coco-Sulfate, Propanediol, Coco-Glucoside, Sodium Lauryl Glucose Carboxylate, Lauryl Glucoside, Xanthan Gum, Inulin, Saccharide Isomerate, Phyllanthus Emblica Fruit Extract, Trisodium Ethylenediamine Disuccinate, Glycerin, Biosaccharide Gum-1, Polyglyceryl-6 Caprylate, Polyglyceryl-4 Caprate, Guar Hydroxypropyltrimonium Chloride, Benzyl Alcohol, Sodium Citrate, Dehydroacetic Acid, Sorbic Acid, Citric Acid, Phenoxyethanol, Sodium Chloride, Benzyl Benzoate, Parfum, Limonene, Linalool.",https://www.hebe.pl/hairy-tale-cosmetics-chelatujacy-szampon-do-wlosow-240-ml-000000000000484846.html
59,Pantene Lively Color,18,"Aqua, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Sodium Citrate, Sodium Xylenesulfonate, Sodium Chloride, Cocamide MEA, Glycol Distearate, Parfum, Stearyl Alcohol, Sodium Benzoate, Glycerin, Citric Acid, Cetyl Alcohol, Sodium Salicylate, Dimethiconol, Dimethicone, Guar Hydroxypropyltrimonium Chloride, Sodium Hydroxide, Trihydroxystearin, Panthenol, TEA-Dodecylbenzenesulfonate, Polyquaternium-6, Tetrasodium EDTA, Trideceth-10, Histidine, Hexyl Cinnamal, Triethylene Glycol, Propylene Glycol, Benzyl Alcohol",https://www.hebe.pl/pantene-szampon-do-wlosow-chroniacy-kolor-400ml-000000000000230451.html
60,Syoss Volume,19,"Aqua (Water, Eau), Sodium Laureth Sulfate, Sodium Chloride, Cocamidopropyl Betaine, Hydrolyzed Keratin, Hydrolyzed Collagen, Sodium Benzoate, Parfum (Fragrance), Coco-Glucoside, Glyceryl Oleate, Citric Acid PEG-7 Glyceryl Cocoate, Glycol Distearate, Laureth-4, PEG-120 Methyl Glucose Dioleate Hydrogenated Castor Oil, Benzyl Salicylate, Hexyl Cinnamal, Hydroxypropyl Gua Hydroxypropyltrimonium Chloride, Citronellol, Tetramethyl Acetyloctahydronaphthalenes, Sodium Hydroxide, Limonene, Linalyl Acetate, Linalool, Propylene Glycol, Sorbic Acid",https://www.hebe.pl/syoss-szampon-do-wlosow-cienkich-i-bez-objetosci-440-ml-000000000000376891.html
61,Tołpa Dermo Hair Przetłuszczanie,35,"Aqua, Cocamidopropyl Betaine, Lauryl Glucoside, Xylitol, Sodium Chloride, Parfum, Polyquaternium-6, Peat Extract, Lactic Acid, Sodium Phosphate, Tetrasodium EDTA, Triethyl Citrate, Glyceryl Caprylate, Methylpropanediol, Caprylyl Glycol, Benzoic Acid.",https://www.hebe.pl/tolpa-gleboko-oczyszczajacy-szampon-przeciw-przetluszczaniu-sie-wlosow-250-ml-000000000000376742.html
62,L'Oréal Paris Elseve Total Repair 5,18,"1247277 G - INGREDIENTS:  AQUA / WATER • SODIUM LAURETH SULFATE • GLYCOL DISTEARATE • SODIUM CHLORIDE • COCAMIDOPROPYL BETAINE • DIMETHICONE • PARFUM / FRAGRANCE • GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE • COCAMIDE MEA • COCO-BETAINE • SODIUM BENZOATE • SODIUM HYDROXIDE • HYDROXYCITRONELLAL • SODIUM LACTATE • STEARETH-6 • PHENOXYETHANOL • ACETIC ACID • PEG-100 STEARATE • TRIDECETH-10 • TRIDECETH-3 • SALICYLIC ACID • POLYSORBATE 20 • PALMITOYL TRIPEPTIDE-1 • PALMITOYL TETRAPEPTIDE-7 • LIMONENE • FUMARIC ACID • LINALOOL • AMODIMETHICONE • 2-OLEAMIDO-1,3-OCTADECANEDIOL • CARBOMER • CITRIC ACID • BUTYLENE GLYCOL • HEXYLENE GLYCOL • HEXYL CINNAMAL • GLYCERIN (F.I.L. Z70045904/1).",https://www.hebe.pl/loreal-paris-regenerujacy-szampon-do-wlosow-zniszczonych-400-ml-000000000000213747.html
63,Kundal Honey & Macadamia,69,"Water,Disodium Laureth Sulfosuccinate,Glycerin,Lauryl Glucoside,Lauryl Betaine,Decyl Glucoside,1,2-Hexanediol,Honey Extract,Macadamia Ternifolia Seed Extract,Hydrolyzed Keratin,Hydrolyzed Silk,Milk Protein Extract,Copper Tripeptide-1,Butyrospermum Parkii (Shea) Butter,Argania Spinosa Kernel Oil,Simmondsia Chinensis (Jojoba) Seed Oil,Cocos Nucifera (Coconut) Oil,Persea Gratissima (Avocado) Oil,Diospyros Kaki Fruit Extract,Camellia Japonica Leaf Extract,Ceratonia Siliqua (Carob) Fruit Extract,Centella Asiatica Extract,Camellia Sinensis Leaf Extract,Polygonum Cuspidatum Root Extract,Scutellaria Baicalensis Root Extract,Glycyrrhiza Glabra (Licorice) Root Extract,Rosmarinus Officinalis (Rosemary) Leaf Extract,Chamomilla Recutita (Matricaria) Flower Extract,Rosa Damascena Flower Extract,Arnica Montana Flower Extract,Sophora Angustifolia Root Extract,Acorus Calamus Root Extract,Polygonum Multiflorum Root Extract,Morus Alba Root Extract,Swertia Japonica Extract,Yucca Schidigera Root Extract,Brassica Campestris (Rapeseed) Sprout Extract,Brassica Oleracea Italica (Broccoli) Sprout Extract,Glycine Soja (Soybean) Sprout Extract,Triticum Vulgare (Wheat) Sprout Extract,Magnolia Kobus Bark Extract,Salix Alba (Willow) Bark Extract,Cinnamomum Cassia Bark Extract,Portulaca Oleracea Extract,Chamaecyparis Obtusa Leaf Extract,Origanum Vulgare Leaf Extract,Lactobacillus/Soybean Ferment Extract,Butylene Glycol,Polyquaternium-10,Sodium Chloride,Sodium Sulfite,Citric Acid,Arginine,Disodium EDTA,Fragrance",https://www.hebe.pl/kundal-odswiezajacy-szampon-do-wlosow-z-wisnia-500-ml-000000000000365136.html
64,Syoss Color,19,"Aqua (Water, Eau), Sodium Laureth Sulfate Cocamidopropyl Betaine, Sodium Chloride, PEG-7 Glyceryl Cocoate, Hydrolyzed Keratin, Sodium PCA, Dimethicone, Sodium Benzoate, Citric Acid, Parfum (Fragrance), Amodimethicone Guar Hydroxypropyltrimonium Chloride, PEG-40 Hydrogenated Castor Oil, Hydrogenated Castor Oil, Glycol Distearate, Laureth-4, PEG-120 Methyl Glucose Dioleate, Benzyl Salicylate Hexyl Cinnamal, Laureth-23, Prunus Armeniaca (Apricot) Kernel Oil, Trideceth-10, Sodium Hydroxide, Citronellol, Tetramethyl Acetyloctahydronaphthalenes, Propylene Glycol, Limonene Linalyl Acetate, Linalool, Dimethyl Phenethyl Acetate, Phenoxyethanol, Sodium Salicylate",https://www.hebe.pl/syoss-szampon-do-wlosow-farbowanych-i-rozjasnianych-440-ml-000000000000376892.html
65,Syoss Men Clean&Cool,19,"Aqua (Water, Eau), Sodium Laureth Sulfate, Sodium Chloride, Cocamidopropyl Betaine, Hydrolyzed Keratin, Mentha Citrata Leaf Extract, Sodium Benzoate, Parfum (Fragrance), Coco-Glucoside, Glyceryl Oleate, Citric Acid, Menthol, Propylene Glycol, PEG-120 Methyl Glucose Dioleate, Hexyl Cinnamal, Hydroxypropyl Guar Hydroxypropyltrimonium Chloride, Tetramethyl Acetyloctahydronaphthalenes, Sodium Hydroxide, Citronellol, Potassium Sorbate, Sorbic Acid",https://www.hebe.pl/syoss-szampon-do-wlosow-normalnych-i-przetluszczajacych-sie-meski-440-ml-000000000000376878.html
66,Nivea Baby,31,"Aqua, Cocamidopropyl Betaine, Glycerin, Sodium Cocoyl Isethionate, Sodium Methyl Cocoyl Taurate, Prunus Amygdalus Dulcis Oil, Tocopheryl Acetate, Sodium Ascorbyl Phosphate, Panthenol, Prunus Amygdalus Dulcis Seed Extract, Guar Hydroxypropyltrimonium Chloride, Phenoxyethanol, Caprylyl Glycol, Potassium Sorbate, Sodium Benzoate, Sodium Chloride, Citric Acid, Hydrogenated Coconut Acid, Pantolactone, Parfum",https://www.hebe.pl/nivea-zel-do-mycia-ciala-i-wlosow-2w1-z-pompka-500-ml-000000000000502210.html
67,Deve 3 Honey,29,"Water 63.079% Sodium Laureth Sulfate 20.00% Cocamide DEA 5.00% Cocamidopropyl Betaine 5.00% Propylene Glycol 3.00% Sodium Chloride 0.10% Glycerin 1.00% Honey 0,01% Argania Spinosa Kernel Oil 0,01% Propolis Extract 0.01% Royal Jelly Extract 0.01% Arginine 0.01% Sodium Hyaluronate 0.001% Butyrospermum Parkii (Shea) Butter 0.01% Butylene Glycol 0.01% Alcohol 0.01% Tocopherol 0.01% Polyquaternium-10 0.50% Tetrasodium EDTA 0.10% Citric Acid 0.30% Alcohol Denat. 0.10% Sodium Benzoate 0.70% Phenoxyethanol 0.50% Fragrance 0.50% Caramel 0.03%",https://www.hebe.pl/deve-zapas-szamponu-do-wlosow-350-ml-000000000000490671.html
